reviewText,classification
"I a using this card with a Sansa (sandisk) mp3 player and it is working flawless. I am glad, but I cannot imagine what could go wrong with a card like this, either it works or it does not, and mine is working. Anyway, I would buy one of these again without a doubt.",5
Excellent storage and small!  Works well and does everything I need it to plus it came in at a good price.,5
Bought it for my Surface Pro. I've had it in there for a few months and I've had no problems. Very fast and stable.,5
It fits in my phone. It holds lots of stuff. It comes with a reader that works in my laptop.,5
"Great product, great price, great quality!  I've purchased 6 of these so far for family and friends.The only thing better than this would be a 128gb model!I only wished that laptops came with micro SD slots!",5
Gave my galaxy S4 plenty of memory and at a good price. I had a problem with my first one but Amazon sent me a replacement next day which worked perfectly.  I would recommend this to anybody.,5
"the best quality there is in memories is super fast, wonderful and cantiad of gigas is very good, the best brand and speed",5
Nothing much to say here. Works great and I haven't lost a single picture or video saved on here so far. Read/Write speeds are excellent.  I've been using this for a few months on my Samsung Galaxy S4 and I have no complaints.,5
excelent,5
"I needed this for my Samsung Galley tablet. It's doing the job it was needed for. I really didn't need the adapter, but most all micro SD cards come with them.",5
"I received this on Friday, followed the review from another person about formatting the disk before using it, and after the format, it did it's thing!  I have a Motorola Droid RAZR and have seen a huge improvement.  The phone is much faster.  The apps open and close much faster.  That also goes for the camera.  I highly recommend this and worth the price.  I haven't placed any music on the it yet except for pictures on my phone.  Cheers.",5
This product provides me with a stable and compatible storage augmentation for my Android tablet.  A true asset to my needs,5
"I purchased this to expand the internal memory of my smart phone, specifically the Galaxy S3.  It performs absolutely flawlessly.  If you have any reservations about this micrSD...don't. There's no need to format since it comes pre formatted. Should you desire to format,  do it from within the phones settings and again, no issues.  PLEASE, turn the phone off and remove the battery before installation...lol",5
"I bought this specifically for my COWON J3, as it comes with 32gb of internal memory, adding 64gb got me almost to 100gb. That's 3x the original capacity that player has.This card is formattable to FAT32, thus allowing you to use it with some of the older SDHC devices. I know not many of the buyers will even consider this ability, but I figured I'd throw it there for those that might be interested.The card is fast, I'd post benchmarks but you can just google for a ton available already. Also with 30mb/s speeds this wouldn't make a bad Camera SD card if you absolutely needed one someday. Just stick it in the SD adapter and you're rolling.I tested it with my Canon T3i, worked flawlessly, however, not as fast as my other 90mb/s card.",5
"Recently upgraded to Samsung Note II. I've been wanting to carry more of my music. Turns out I only had a total of 12GB of music. But with the new 64GB card, that still gives me another 52GB for my photos, spreadsheets, word docs and PDF docs. I've been listening to my music stored on this card--No delays.",5
"I just popped it in my Sony Xperia Tablet Z .  It works.  There is no sense that I will ever run out of room.  If I was using it for work that might be different, but I could just change with a new micro sd card.  I don't know why all tablets don't have a port for one.  I feel confident with the SanDisk brand.  I have never bought a bad SanDisk product.",5
"I bought this to put into a wifi enabled USB flash drive. It works fine. I can get my entire CD collection on it, which was my goal.",5
"I bought this card for increased storage on my Galaxy S3. I had zero issues using it this way. If you're contemplating doing the same, ignore the theoretical limits you're reading about. The 64 GB card works fine on Galaxy S3and the entirety of the card is recognized, not just the first 32 GB.",5
"This is the second one of these chips that I received.  The first either had a latent physical defect or damage in transit, but it snapped in half on first use.  I was really bummed, but determined to try again.  This was a breeze!  The chip blazes, doubled the capacity of the 32 GB chip it replaced in my ASUS TF700T tablet, and holds ALL of my music and documents with plenty of room left over!  I now have 128 GB available on my tablet, and it all works flawlessly.Anyone that is looking to upgrade needs to do a little due diligence in determining that your device is able to address 64 GB's, but with that reservation, I strongly recommend this little gem!!",5
"Nowadays this memories don't have the fastest write speed, but even tho those are good speeds.On the other hand, SanDisk is a good mark.And, what adds even more value, imo, it's that those specific memory cards have a lifetime warranty.I got one damaged in 1 year, and they changed it.I really like this warranty service.",5
"Sandisk is the best brand in my oppinion. 32GB is a great size to put music, video etc. Recommend it!",5
"So, essentially you have about 28 - 29 GB, but it seems to be quite a bit for me. I have yet to use even a quarter of that, and I take pictures every week. I had a problem with how it transferred some videos to my computer once, but that my be because I forgot to format it and prepare my tablet for removal of the SC card.It is definitely surprising how small it is! Be careful not to lose it!",5
It works great and transfers quickly. I use it on my Dell Venue Tablet and my Polaroid XS100 action camera.,5
This item works great as expected without any issues. I would recommend this item for anyone in need. Good buy.,5
"I bought this for my Samsung Galaxy Note 2.  It works perfectly with no strange behavior, great speed, and the SanDisk name to back it up.  Very happy with this purchase and highly recommend.",5
Perfect counterpart for the Microsoft Surface RT tablet. Supports Bitlocker encryption so you can keep it password encrypted in case you lose it. I have no issues playing HD videos from it using the Windows 8 default video player.,5
"It has worked fine, so I have no complaints.  I've purchased SanDisk products several times and have been happy with this brand.",5
This is what I needed for my tablet and it works great. I will buy two the next time. thank you .,5
"no problems so far using it with the included SD adapter on my micro 4/3 camera, no problem when shooting 60p HD video!so far so good!",5
What can you say.  It is a memory card and it works.  The price was good for the size of card.,5
"Plenty of room for all my photos, music and random documents I decide to load onto my phone. It works great with my HTC One M8 and apps stored on the SD card run as smooth as they did on the phone itself. File writes were as fast as I expected from an XC I card.The only downside, and this is minor, is the MicroSD adapter it comes with seems a little cheap. But hey, that's not the reason I bought this card.",5
Memory card works awesome and for this much memory for the price is awesome. I use it for my GoPro but you can use it for anything that can take a micro SD. Comes with the bigger SD card so you can put it into a card reader or computer that reads SD cards.,5
"It amazing how much data they can fit on these tiny cards these days.  When I saw this 32gb class 10 card for $20, I snatched it up for my 10&#34; Android tablet to hold my library of kids DVD movies I converted to tablet video for my kids to watch while on the road.  It works great and the kids love it.",5
I needed a micro SD card with more storage for my phone.  This was a good price for a lot of space.,5
"As per other's instructions, I inserted it in a powered-off phone and let the phone format it (automatic, after a yes/no dialog). I removed it from the phone and copied  my old card onto it through a card reader on the PC (plus about 20 movies) and everything is working perfectly. Speeds seem outstanding; certainly, copying a 3GB HD movie I copied from my Blu-Ray disc took only a few minutes, even over USB 2.0.",5
Works great in my Samsung Note 2 and Samsung Ativ 500T. Just slide it in and nothing else to do!,5
"This was purchased on a special and the price was right!  It works great, plenty of storage space, and the great price sealed the deal!",5
"Works like it's suppose to, quick and efficient, stable and reasonably priced. So far so good, put it in the camera and go.",5
"I've had the SD card for over 6 months, and use it in my Galaxy S4.  It has never had any issues, it transfers data pretty quickly and 32GB is a good amount of space.  Great price too!",5
"What can I say?....speed, quality, good price...I recommend it to everyone. Be aware you need to turn off first on Windows to removed it...is expensive to forget this...",5
"I bought this memory card for my galaxy note 2 phone. I saved a lot of money by purchasing the 16gb phone and just buying this memory card. I haven't came close to filling it up yet, but when i do, i'll just upgrade to the 64gb version of this card. great product! fast shipping! great price!",5
"Bought for GoPro but use for other HD camera also. Very dependable, have owned many without failure. Never had a SanDisk failure.",5
"Memory cards are almost commodity items now, but I still prefer name brands with 5+ year warranties.  Had a problem with a Sandisk a while back, and they replaced it under warranty without any hassle.",5
I replaced a 64GB card in my note 3 with this 128GB card and everything seems to be working just fine as expected.  I've been using the card for about a week.,5
so fr it been great  i need it for my not 0. 2014 table  too bad it cost so much but  it is what it is,5
"SanDisk is well known for their microsd cards. I placed one of these 64GB cards in my Galaxy Note II and love all the extra storage on my phone for video, music, work docs, etc. Haven't had any issues with the card thus far and it has been working great in my Note II.",5
Love the micro sd card. It's everything i wanted and needed. The packaging was hassle free and easy to open,5
"We have bought two of these.  You get an open slot with your smartphone and you should use it.  Pictures, movies, and music will fill up your primary device storage in a heartbeat.  Further, it is a good practice to have your &#34;personal&#34; stuff, like the things I just mentioned, saved to an external drive so as to not be in the mix should the horrific happen and you have to get your phone wiped.Word to the wise:  ENCRYPT YOUR STORAGE, both Primary Device and External SD.  For the Samsung Galaxy S4 (at least), that, in turn, requires that you use a phone unlock code of at least SIX characters, with at least one of them being non-numeric.  I know this can appear to be a pain in the butt, but the first time your device is ganked and you aren't panicking because your stuff is encrypted, you'll thank me.  Nekkid pictures aren't the only things of concern, mind you.  An unencrypted device, stolen by the wrong hands, isn't just $25 in crack cocaine money...it is much, much more than that in terms of lucrative identity theft opportunities.  Don't be &#34;that guy&#34;.  Encrypt your phone.  There are walk-throughs showing how to do that for whatever device you happen to have on YouTube, I am certain.",5
"I use it on my phone, it works well enough. Android doesn't like to use the card by default, so I have to move things manually, but that's beside the point. The card works well.",5
This product was formatted and installed in a GoPro Hero 3 Black. I get 4:30 hours of recording time on 1080p 60fps. No issues so far and don't expect any since SanDisk is basically the standard for solid state memory.,5
"great price especially for the size and speed, this maxed out my Note 2 smartphone and I am very pleased with the speed of delivery and the cost.",5
Good pair of micro sd card that i bought for my m4/3 camera and phone. Have been using it with my Olympus OMD ME5 camera for a while and before that a Sony Nex 5N and my Samsung Galaxy Note 2. No issues so far and the price is just right.,5
Hopefully these will get cheaper but worth every cent to have more recording time I used 5 of these for Christmas work great and you have good eyes !!!,5
The card arrived promptly and has worked flawlessly in a dashcam. Would recommend purchase to others if they need this kind of card.,5
"Tha memory card works great, i havent had any problem with it, i recommend it for a gopro H3 camera",5
It came in a reasonable amount of time and was exactly as I ordered. No pretty lights and no stunning sound. Just a reliable memory card that worked and has not failed.,5
Card works fine with no hiccups or issues. Speed of card is fine with the dash camera and download to laptop.,5
"work as expected. very fast. actually is installed in a HD car camera (DVR) and recording every day, every move. good product. 100% recommended.",5
No comment - bought for a friend.  No comment - bought for a friend  No comment - bought for a friend.,5
"I ordered this for my son and he loves it. More memory space than the one I have of 32. I plan on getting another one for me because I love to download a lot of videos, music, and take pictures",5
Purchased two of these as they are the best. Yes there are faster SanDisk cards but this works just fine in the Note II .,5
I inserted the 128gb Microsd card and it works great. I didn't even have to format it. My tablet see 119gb which is still good. Once I read the reviews about the card it made me think second about it. SanDisk fixed all the issues they had in the previous years to the point where all I have to do is stick the card in the slot and the space is available. GREAT JOB SANDISK for listening to people's complaints and fixing issues in the past.,5
Got this memory card for a good deal. I'm using this on my samsung galaxy s4. So far I never filled up the memory card and still have at least half of free space on this card.,5
"As soon as it was inserted into the Samsung Galaxy S4 it started getting filled up in a trip to NYC. It is great not having to empty photos and music off the phone, and the phone still works fast, which is good considering SD cards with apps tend to make Android phones slow. Great quality from SanDisk!",5
Just wonderful. Perfect for my new phone. Does what it is designed to do. Fits in fine. Works very well.,5
the only reason not to buy this one is to buy the bigger one. Ive had in my phones for over 2 years and is awesome. Never worry about running out of storage. Great product!,5
"I knew I was going to purchase a New Samsung Note 2 phone and I purchased this long before I actually needed it. I'm very pleased I did because I finally got my New Phone, added the memory and I'm very pleased so far. With the Holidays near, I plan to take lots of Photos and Videos with my New Phone and the Extra Memory will be very helpful.",5
this card is great you can save lots of pictures or files on this card the card works great in most phones,5
"This SD works as its supposed, I have it in my phone right now and have had it for months. No issues!",5
I have a point and shoot camera.  This works well with it. Have no problems so far.  I think my camera is the speed limiting step rather than this card.,5
"I am very happy this come very fast, good packed, I usually used but its fantastic so fast with my new cards",5
Works great.  Great for video capture since it is a class 10 rating.  Works as it should and the shipping was fast as well.,5
This does exactly what you would expect from a 32GB MicroSD memory card. Plenty of storage and fast access times make this a solid purchase.,5
"This is the cat's meow.  And the best song from stage play &#34;Cats&#34; was &#34;Memories&#34;.  If you keep forgetting things, get more memory.  Just  remember to format it in your device before use.  (I think I forgot to format my  brain before use.)",5
Arrived fast.  Works with all my digital devices no issues.Haven't tested the speed yet but should be more than adequate for data transfer.,5
"We can't beat Class 10 flash memory speeds, at least for now.  This unit works assuringly F A S T and reliably ... for a reasonable price, too.  I have no hesitation in recommending it ... or buying the SanDisk brand, again.",5
"either it works or it doesn't -- it works, it was a fair price and I am happy with it",5
"Noticeable improvement to my Sprint HTC EVO LTE with this.Camera app used to have bad pictures when I shot in burst mode (several frames per second). With this card it never misses a burst picture.Also apps that have been installed to the SD card are a lot more responsive.Update:Card has died on me, as of May 12th 2013. I originally ordered this October 22, 2012. So I got about 6 months out of it. Oh well.",5
I wanted extra storage for my phone and this 16 GB is a perfect fit and the price was quite reasonable plus it comes from a quality manufacture of memory products.,5
"I bought the memory to my lumia 620 and it works. It's really faster than my previous microsd (Class 4). No complaints, i'm very happy with my purchase.",5
Great micro card for my wife's Moto Defy XT.  Lot of breathing room to install apps and take pics and vids.,5
"I purchased this to increase the storage on my tablet. Plugged in and worked immediately and was very affordable. I am not a tech expert but it seems to have no problem saving large video clips and playing them back. There was 1 cheaper than this, but this seemed to have better reviews so I went with this one. It was about half the cost of the cheapest one I could find at the big box store.",5
"32gb, this is just what the doctor ordered. Take 32gb and call me in the morning..The ultra runs fast and has lots of capacity for your electronic needs. Seller is great getting package out quick. Price was right! Highly recommened..",5
So far so good. Fit right into the slot on my Samsung S5,5
"Solid card, used for music on phone and apps, but has been standing in on my DSLR and has functioned great for the purpose. Got the card at $20, which was a bargain, and it's finally full.",5
"I haven't done much to speed test this device, but it does everything I ask it to and the price was right.",5
OK so far with my Samsung Galaxy S3. I initially received one that seemed to have an issue. It would intermittently save a photo here and there that would become corrupt a short time later. (The DropBox auto upload was fine so I know it was stored OK initially.)Amazon (excellent support) quickly shipped out a new one. The replacement has been working great so far! No sign of the issue I had with the first one.The only con is the time to display contents and read it in MTP mode if it has a lot of files.*** This is NOT the fault of the card. It's a known issue with phones in MTP mode.Note to Rooted GS3 users...I also tried putting the phone in the old unmounted USB mode. I was unable to read it but was able to read a 32GB version of the same card. It appears the GS3 does not support over 32GB in the old USB mode. Possibly part of the reason why they did not include a USB option via phone settings.,5
perfect memory card for cell phone use; great amount of storage and has really good read/write speeds. would recommend to others,5
Bought this to download more songs and music from spotify for my phone. Totally worth having the extra space since spotify won't save songs to your phones internal storage.,5
Works great for my Samsung Galaxy Tab 2.  Just plugged and played.  Didn't have to do anything special.  I would recommend.,5
"The subject says it all.  Does what it's supposed to do ... at a great price.  When it's on sale, buy it.",5
I use the card with GoPro Black Edition and it is just enough to record some action while horse riding. I have always used SanDisk as recording cards and I am happy with the quality I get.,5
"and the price is economical for the size it is, purchased this for my GO-Pro HD cam, works great adn the adapter allows me to instantly transfer the movies and pics to my computer.",5
"Decent price on 16 GB. Works as it should, no problems. Not sure if the speeds actually matter with mobile devices. Maybe for transferring media to PC faster actually helps. Either way, it works great.",5
"The Memory SanDisk Ultra 64GB Micro-SDXC Class 10 UHS it has been working really good and it is fast at loading my content i would really recommend this product to anyone that needs a memory card for their phones, tablets and more.",5
"64GB is pretty good size, and in a cell phone, it's awesome. However, getting it formatted as FAT32 is not the easiest method. By default, Windows 7 will not allow anything larger than 32GB to be formatted as FAT32. Even if you execute a DOS command to format to FAT32, it will fail. There is a fix though. Ridgecrop Consultants Ltd has a program that can be downloaded. I would suggest that you support this free application by sending the guy a few bucks, as he has truly written a great program that works very well in Windows 7. I have used his program, &#34;fat32format&#34; to successfully format this 64GB MicroSDXC disk. I then copied all of my contents from my old 12GB disk to this one. I inserted the disk into my phone, and whalla! It works great! Very pleased with this purchase.",5
"fast, used it on my dji phantom gopro hd black, not one hickup.i would buy again only cheaper. you get whacha pay for",5
Works Perfectly!!!  Couldn't ask for a better card and price was good too. got two one for each smart phone and my Wife loves hers too finaly got lots of free space.SanDisk Ultra 64 GB MicroSDXC Class 10 UHS-1 Memory Card with Adapter...,5
Brilliant Little Card  Good Transfer speeds highly recommend to all was exactly what i was looking for at a great price.,5
the phone that memory resides plays video and media fast.  Sandisk always makes excellent products and for memory it is leader.,5
"Great card. just what I was looking for, for my surface. Now I need nine more words for Amazon limit.",5
this does excatly what i bought it for goes in to my phone and is a nice storage comes with a micro sd to sd converter so it was a nice buy,5
"this is my 3rd sandisk micro sd card for my 3rd android device, and just like its predecessors, the Ultra 64gb micro SDXC class 10 worked flawlessly in my SCH-I605 Samsung Galaxy Note 2.i simply inserted the card, power-cycled the device, and once rebooted, the Note 2 recognized an unformatted sd card and asked if i would like for it to be formatted in order to be read. once i chose YES, i now had an additional, fully usable micro sd card that i use for media and ebook reading storage.the response time is excellent, so i have no complaints on performance.i also love the fact that i ordered this at 3pm on Thanksgiving day when i was alerted of the $39.99 price tag.",5
"All I did was install this into a Galaxy Reader gizmo, and it worked perfectly with no fuss.  I returned a different kind (also SanDisk) that didn't work at all.  This is the one to get.",5
"I purchased 2 128GB SD cards, one for my Nokia Lumia 1520, and another for my Surface Pro 2, both devices took the card without any issues.As for read/Write speeds, I am sure there are better options, but this is the only 128GB Micro SD card available right now, and Sandisk did an amazing job with the product.And currently at $119.99(For how long, I am not sure), it's a great deal, considering a lot of the good SD cards are in the $140 range still.No issues with either card unmounting itself, put them in, transfer files, and you're good.",5
It installed and is working without any problems in my Samsung Note 2.  Price was  very good for the price.,5
Got it for my Note 10.1 and it's great being able to pop it into my computer via the adapter to load large amounts of pictures on and then back into my tablet. Kinda wishing I got a larger capacity one.,5
"No issues, plug and play.I have not run benchmarks, but I do store all of my camera and video data to the card. This includes a lot of high definition Daily Roads dashboard cam footage. There's no issues caching all of the temp video files, or storing the ones I opt to save due to the apparently speed and capacity of this card.The only con is the fact I waited so long to buy one. :)",5
"items like this, they either work or they don't so in that regards, whether it worked or not is about all you can comment on in a review.  For me, it worked just fine and the camera never hit buffering moments that slowed down shooting performance.",5
"I had a cheap 8 GB SDHC card that just would not behave itself in my Android phone and kept throwing errors and becoming corrupt. I looked into getting the 64 GB Sandisk Ultra, but read about all the problems on the XDA forums that people were having and went with the 32. I wish I had a 64 GB capacity to be honest with the rate at which my SGS3's camera can suck up storage, but it's sufficient, and most important, extremely fast and reliable. I've never had an error and never had to format it. Plugged it in and it was ready to go. You get what you pay for.",5
"What can you say about a chip? It works, it's fast and has been trouble free. A great product at a great price.",5
no problems at all. works great,5
"stores a lot of HD pictures and videos. no longer do i have issues with SD card errors and losing my data. i highly recommend anyone buy class 10 SD cards for their devices. have had this for 5 months, no issues.",5
"What can I say? It's the best price I could find for a 64 GB micro SD, and it works great in my Samsung Note 3. When I finally decide to buy a Note 10.4 or Note Pro 12.2, this 64GB card will be ordered right along with it.",5
"Good amount of space for the stuff I want to do, and fits in my GoPro. What more can I say?",5
"Works good with Nokia Lumia 822. Has plenty of space for music, pictures and especially for movies at high resolution.",5
This is great. I use this with my Contour Roam camera. Works great. lots of room for video. Transfer speeds are as expected.,5
I bought this memory card for my Samsung Note 10.1. i amis really happy about it and i am recommending this product & am very pleased about it.,5
Using this on my Samsung Galaxy S4.  It works well and has good read/write speeds.  Very pleased with this card.,5
"Put the memory card in my Microsoft Surface RT and it worked fantastic. No formatting, no setup, it was ready to go right off the bat, plus the price was the best I could find anywhere.",5
"This was immediately recognized by my Windows 8.1 laptop. I had to re-format this from ExFAT to FAT32 in order to have it be recognized by my Samsung Note 2 and my 7&#34; Android tablet.It took a long time to transfer 25 gb of video files from laptop SSD hard drive over to the SdXC card--I imagined that it would happen more quickly. .. but it did work smoothly.Overall, this is what I wanted and it was a great deal for the price!",5
I bought this to stretch the capability of my LG GPad 8.3 GPE tablet.It is working just fine and of course I have total confidence in SanDisk storage items.,5
"I bought this for an Atrix HD. The specs say maximum 32Gb, but 64 works fine with a formatted capacity of around 58GB.I did a speed benchmark here (I don't know if Amazon strips links)[...]",5
"As soon as I saw that this card was announced on the various tech sites out there, I knew that I had to buy one.  I went to Amazon and picked one up for $120.  This is a steep price compared to 64gb cards, but this is the largest capacity commercially available.  And I don't want to be swapping out micro SD cards.  That is just so inconvenient.  I did various speed tests on this card and can confirm that you can get 30MB/s+ read speed.  Fastest I saw was a little over 40MB/s.  Write speed varied greatly and seemed to decrease the larger the file got.  Minimum write speed i saw was just under 10 MB/s.  I use this on my Samsung Galaxy Note 3 and have not have any issues with it.",5
"I got this for my ELPH 520-HS camera. Amazing capacity for such small size. I also got the adapter so that I could download all the photos directly, and quickly, into my computer without needing a cable.",5
cant complain about anything sandisk.  I buy this product anytime I need a memory card.. prices are decent and storage capacity is as well,5
"There is not much to review other than how it works - so far it has been just as hoped.  The read/write time is very fast, and I have had no issues.  I am currently using in a camera and it give basically unlimited pics and video due to the size so is great when travelling.",5
Well my sister and I got new phones.  So I didn't want to use our old memory cards.  And from what I could tell this product represented the best combination of speed and price.  Plus I'm familiar with SanDisk brand.  They have been working perfectly for us for about a month now and I don't expect that to change.,5
Couldn't find this in the local stores. It is what we needed and it was brand new as stated and works great.,5
installed this big baby in my S4 lay night and it is rocking and a rolling did first test think I got 26mb read which I am plenty happy with I was moving things onto the card also I think so not sure how much faster it can go computer I am sure it will be faster,5
Its a good price and have never had any issues with the card deciding to stop recording. I have used it in a Hero3 and 3+ always recording in 1080p at 60fps.,5
"I'm amazed.  I ordered this from Amazon on Tuesday morning, and it arrived with Wednesday's mail.  VERY impressive service from Amazon!As has already been reported, the card formats out to > 59 Gb, and it performs perfectly in my Samsung Galaxy S III (which is also new).  Using two card readers on a fast PC, I transferred everything from my old 16GB card to the new 64 GB card in less time than it took to walk to the kitchen and get a cup of coffee.  So I think the Class 10 rating is correct on the card.Once I have some experience with the card in the phone, I'll benchmark the card and I'll also benchmark operations such as internally backing up my Android phone to the card.  Then I'll update this review with some accurate numerical data.  But in the mean time on first look, the person who said that the S 3 has problems with anything faster than class 6 may not have been correct - a full backup of the phone to the card was significantly faster than the backup with the old 16GB class 6 card.  Again no benchmarks yet but once I have them I'll include them here.Right now I'm very happy with this card and I'm really impressed - both with the card and with the unbelievably quick service from Amazon (and I'm in Atlanta where shipments like this one often take the full 3 days to arrive).",5
"Yup, this is the chip you need if you never want to worry about running out. I use it with my GoPro Hero 3+ Black Edition on 1080 sw  and it goes for hours, longer than 2 or 3 batteries.",5
"Every SanDisk card I've ever bought has never disappointed me and this one wasn't the exception. I use one with my Galaxy Tab 3 and so far it has performed superbly and I have zero complaints.I realize there are quite a few bad reviews for this card but I have never ran into a bad SanDisk card and I hope I won't in the future. I feel bad for the ppl who get the ONE bad card in a batch of thousands, but yeah, it happens.",5
Works perfectly in my GoPRo HERO3. Can't ask for more for the price. No issues with the card to date.,5
Still amazes me how small this hardware is with such a large amount of storage.  SanDisk is a leader in solid state memory.  I am happy with the reliability and speed of this product and would recommend it to anyone.p.s. The only issue I have with SanDisk is the normally high price; however I got this on sale so I am happy with what I paid.,5
"I am a music junkie and I use my phone as much as a mp3 player and video recorder, then as an actual phone, that I chew up memory quick. Thanks, to Sandisk and my Q10 I can keep expanding my storage.",5
MicroSDXC is the wave of future storage for any manufacturer that has any sense. These little cars can increase the storage capacity of the most basic of devices for far less than buying more expensive models that don't allow external storage. Easy to use and with an industry standard that expands up to 2TB in capacity.,5
"Pros:small,compact32 gbHCcons:none so farThis unit does what any micro sd card should do and does it quickly.  I bought this for my son's android tablet for memory extension and he can run apps directly from the sd card with no problems.",5
"Not much to say about this.  Works well with a Samsung Galaxy S2.  Haven't tested the read/write speeds, but it seems about right for a Class 10 card.",5
"The SanDisk Ultra is a very high quality micro sd card. I have bought several and have never had an issue with any of them, which I can't say about less expensive cards. If you need a card for your smart phone or tablet, this is it, just make sure not to get a bigger capacity card than your device can use.",5
Just popped it in and moved some apps to the card and works great.  Video is handled quickly and all apps start fast.,5
"I recently switched over from an iPhone to a S4 and I'm trying to get used to the lack of on board memory.  This card works well for me because most of my memory is used on pictures.  I'm still working my way around the actual phone and memory, but this serves me well.",5
bought one for my GS3 phone and when I bought my wife the same got her one too.  They seem to work seamlessly.Perhaps over kill for us but cheaper per gig than smaller gig chips...,5
I purchased this card for a new Nokia Lumia 520 smart phone I recently purchased to extend the internal memory of the phone.The card works very well.I'd recommend this card for anyone who wants to extend their internal memory for any devise requiring a microSD.,5
Excellent. Got 2 of these but still testing to see if speed is its greatest deal. Anyway Cheap at the time.,5
"I use this in my Samsung Galaxy Note II. For the money, it's a fantastic value. I haven't noticed any transfer speed issues, and it's been rock-solid reliable for the 3 months I've owned it. I have about 32GB of music stored on it, and every app that can use SD card storage is set to do so, including all my system backups. The ultimate &#34;install and forget&#34; add-on for your phone!",5
This works perfect in my Dell Venue Pro 8. All I had to do was to reformat the card before using it.,5
Works flawlessly in my Note 10.1 2014 edition. You get a bout 62.5gb usable storage.The only thing I have noticed- and to be fair it is most likely the tablet or the app is a stutter when watching HD movies either downloaded fro Google Play or Samsung Hub [I had to use the free gift cards that came with the tablet for something].I have not noticed any real lag or stutter when using the camera app.$34.95 seems to be a fair price- these were about $100.00 earlier this year.,5
"Works. There's nothing else to say so yes it works, and yes it works. It also works, so it is pretty good.",5
Install on Samsung phone and it works great.  Recommend if you need more memory on the phone and install with no problems,5
Excellent item for the price. Class 10 is the way to go if you're uploading or copying files to your computer. I have a 32gb as well and they both work well. No issues.,5
"What more can I say? The 64GB micro SD works for the Samsung Galaxy Note II! I simply popped in the card and there it was with no formatting. ""59GB of space"" couldn't be more happier.",5
"I always use SanDisk so they were my first (and only) option when I got my GoPro.  They are fast and they are good.Can't say too much, SanDisk makes the best cards, period.",5
"I couldn't find this cheaper anywhere else, for the price you simply can't get anything better. Write VERY fast, and has plenty of storage. Using this in my BlackBerry Q-10.Very recommended!",5
I used this to take pictures. It works good. I think it works just as good as any other memory card I have ever used.,5
Bought this and have tested in my Canon SX260. Videos record quick and replay without any loss.Placed in my Samsung Galaxy Tab and works great!Nothing bad to report about this SDHC module.,5
only works with cameras having a remote screw. Works well with Fuji X2. Red even makes it just fine but would like black.,5
get this for my hct phone it works great . not slow like some others i have had . but i didnt know about classes  for memery cards with the othere ones . good card . done not freeze or loose anything,5
Great price for a great card. This is a genuine fast SanDisk brand card. It has worked flawlessly in my Sony DSC-TX200V. Pictures transfer to my computer very fast with a USB 3.0 card reader.,5
Bought This For My Samsung Galaxy S3Load It Up With Music And It Works FlawlesslyI'm Very Satisfied With This Card,5
See above.  Nice to have the extra room in my Blackberry Z30.  LOTS of content goes with me.  Packaging was adequate but not over-the-top.,5
This is the reason why I love non-apple products. You can increase memory with microsd's and its so much cheaper. These class 10 Sandisks' are amazing. I've bought several from 64gb to 16gb and every single one has lasted. I've had the 64gb for months now and I have no issues. The 16gb I've had for a year and its great. I would highly recommend this product.,5
Look no further. Perfect for my galaxy devices. I purchased a few of these and switch them between devices for quick data transfer. Highly recommended.,5
"Is, what it says it is! Great chip, fast, reliable. 6 months so far, not a single problem, and lots of handling too!",5
"Amazon ran a good deal on this 64GB microSDXC, so I jumped on the bandwagon.  When it arrived I snapped a few photographs to test it out and it worked well...until I tried to retrieve the files.  I don't know how, but it became corrupt and no longer would reformat or function in any of my devices.  I exchanged it for a replacement through Amazon and the new one works beyond my initial observations.  Browsing seems much faster than previous SDHC class 10 cards.  Thank you Amazon for your immediate exchange.  highly recommended for today's on the go data storage.  *(original review was 2 stars, but after Amazon's immediate replacement and great customer service I re-rated to 5 stars.)",5
Pros:Maximum external storage for my SGS3.Plenty of space on my phone now to store music and pictures.Fast data transfer.Cons:none.Other:Shipped super fast (think i actually got it next day) packaged well.,5
"This memory card works on my Motorola Droid RAZR M! Even though my phone's &#34;information guide&#34; says it is only compatible with a 32GB memory card.  Once formatted, it works great.  So worth not spending the extra money just to get a phone with a ton of built in internal memory.",5
This is a very capable microSDHC at a very fair price. I popped it in cell phone (Samsung Galaxy S4) and it got mounted without any hassle. I didn't need any type of formatting. Read and write speed is quite fast while using while transferring data to my PC. Shipping was fast and tracking it was easy. This a product I highly recommend.,5
I actually bought two of these items on separate orders and still using it daily with no issues. Beats the competition with quality.,5
So far this item is great. Purchased one for myself and then one for my niece for her phone for XMAS. Another plus the shipping was great.,5
This was the necessary addition to the GoPro mini HD camera.  Very pleased with the service and what was advertised.  Will be a repeat customer for sure as I look forward to adding to my video & photography collection of accessories.,5
This super-speed card works great in my phone. I haven't had any problems with it since I bought the thing! I'm certainly able to record HD video right onto the card no problem. I recommend this for those who need quick data delivery to and from there external card. I recommend it!,5
You buy a several-hundred-dollars-worth product and then you add up a cheap SD card? What a shame! Go for a Class 10 SanDisk card!! They are very fast and reliable. I use it with my Lumix camera and my brother's just bought it for his Galaxy S4 mini...,5
This card works perfectly in my Black Box Original Quality G1W dash camera.,5
